penyebut,pembilang,penyebut m(x),pembilang m(x),tau(x),sigma(x),maks orbit(penyebut),maks orbit(pembilang),banyaknya n,banyaknya kenaikan,mutlak selisih maksimum(penyebut),mutlak selisih maksimum(pembilang),klasifikasi
4677126349,2976697725,18708505396,28942359107,259,209,18708505396,42037279161,128,197,18708505396,13148945213,0
65737409,41837745,262949636,406850287,259,209,262949636,590836701,128,197,262949636,184809073,0
55888620925,35569612433,22355448370,34595069129,259,209,44710896740,100463346801,128,197,223554483700,157120541081,0
13941931975,8873169011,5576772790,8631444893,259,209,11153545580,25061471667,128,197,55767727900,39195064427,0
203783913663,129695760251,135855942442,210324257569,259,209,24701080444,55501991399,128,197,271711884884,190965647921,0
101578448433,64648363165,33859482811,52431284512,259,209,12312539204,27665551489,128,197,4368965524,3070602457,0
3446619463,2193559475,6893238926,10677902617,259,209,13786477852,30977305407,128,197,444725092,312560501,0
429135098,273117931,6866161568,10639078951,259,209,1716540392,3856942557,128,197,1716540392,1206408493,0
6842723846,4354971109,109483581536,169687556617,259,209,27370895384,61500285459,128,197,27370895384,19236565315,0
872198701927,555100741907,1744397403854,2704474008673,259,209,3488794807708,7839029605023,128,197,3488794807708,2451950522123,0
92868,54181,7739,7885,51,46,61912,116029,24,37,61912,53973,0
231581836,135129991,57895459,60117579,51,46,463163672,867579565,24,37,463163672,402224213,0
32108452,18737779,16054226,16913655,51,46,64216904,120241873,24,37,64216904,55601141,0
4219036,2462475,1054759,1129803,51,46,8438072,15792601,24,37,8438072,7280513,0
6397364,3734191,3198682,3460971,51,46,12794728,23939813,24,37,12794728,11015737,0
10158988,5930327,2539747,2772471,51,46,2902568,5429563,24,37,20317976,17459429,0
36084076,21065075,9021019,9898698,51,46,10309736,19282663,24,37,72168152,61944833,0
130397356,76126031,32599339,35933979,51,46,260794712,487711045,24,37,260794712,223627373,0
59140244,34527497,14785061,16373979,51,46,118280488,221166467,24,37,118280488,101318827,0
26157580,15272231,6539395,7286331,51,46,52315160,97804429,24,37,10463032,8950513,0
6097780,3560331,3048890,3409437,51,46,12195560,22797529,24,37,2439112,2084833,0
1331980,777759,332995,375189,51,46,2663960,4978741,24,37,532792,454633,0
17141340,10009807,1428445,1623574,51,46,11427560,21351831,24,37,2285512,1946363,0
15946164,9312241,1328847,1517041,51,46,10630776,19860521,24,37,10630776,9044129,0
6029244,3521069,1004874,1151239,51,46,4019496,7508485,24,37,4019496,3416809,0
3904540,2280283,976135,1120383,51,46,7809080,14586697,24,37,1561816,1327069,0
3092900,1806289,773225,888054,51,46,6185800,11554331,24,37,247432,210211,0
3830800,2237243,3830800,4402317,51,46,7661600,14310697,24,37,306464,260327,0
3766384,2199645,3766384,4333083,51,46,7532768,14069599,24,37,7532768,6397097,0
7393844,4318203,3696922,4258365,51,46,14787688,27619241,24,37,14787688,12554677,0
3400900,1986319,1700450,1969893,51,46,6801800,12701701,24,37,272072,230681,0
2477900,1447319,619475,722259,51,46,4955800,9252701,24,37,198232,167821,0
5953940,3477733,1488485,1740408,51,46,11907880,22230647,24,37,2381576,2014859,0
359966,210263,719932,843813,51,46,719932,1343933,24,37,179983,152182,0
34898134,20384813,69796268,81871125,53,46,69796268,130289071,25,38,34898134,29502061,0
2372080748,1385588013,1186040374,1391270019,53,46,4744161496,8855943695,25,38,4744161496,4010573059,0
592869596,346309099,148217399,173867847,53,46,1185739192,2213422457,25,38,1185739192,1002384193,0
7114187124,4155564407,1185697854,1390897861,53,46,4742791416,8853380479,25,38,4742791416,4009394539,0
2467541124,1441349195,411256854,482439373,53,46,1645027416,3070774963,25,38,1645027416,1390643839,0
7108579668,4152291175,1184763278,1389882401,53,46,4739053112,8846386671,25,38,4739053112,4006178923,0
28419445092,16600482565,2368287091,2778418027,53,46,18946296728,35366995869,25,38,18946296728,16016186437,0
7102539732,4148765491,1183756622,1388788583,53,46,4735026488,8838853467,25,38,4735026488,4002715327,0
3550898148,2074165763,591816358,694326973,53,46,338180776,631280445,25,38,2367265432,2001144503,0
7101280452,4148030413,591773371,694280263,53,46,676312424,1262468979,25,38,4734186968,4001993197,0
3549896844,2073581273,591649474,694145635,53,46,2366597896,4417714257,25,38,2366597896,2000570309,0
1230803964,718942909,205133994,240682439,53,46,820535976,1531687445,25,38,820535976,693620729,0
7091169732,4142128493,590930811,693364703,53,46,4727446488,8824672453,25,38,4727446488,3996195277,0
6942931484,4055542487,1735732871,2036809764,53,46,13885862968,25920511517,25,38,13885862968,11737695997,0
6933846740,4050239453,1733461685,2034341478,53,46,13867693480,25886519327,25,38,2773538696,2344413539,0
7071999420,4130938219,589333285,691628623,53,46,4714666280,8800762707,25,38,942933256,797040479,0
7215790164,4214930333,601315847,705694970,53,46,4810526776,8979701877,25,38,4810526776,4066225829,0
6923774132,4044359773,1730943533,2031604764,53,46,13847548264,25848830879,25,39,13847548264,11704740031,0
2350951676,1373254355,587737919,689894703,53,46,4701903352,8776885361,25,39,4701903352,3974224633,0
611369664,357117671,203789888,239221679,53,46,407579776,760814511,25,39,407579776,344498129,0
1761064896,1028686411,587021632,689116147,53,46,1174043264,2191541235,25,39,1174043264,992323981,0
7042778868,4113881305,586898239,688982023,53,46,4695185912,8764318161,25,39,4695185912,3968446873,0
1760566296,1028395363,586855432,688935493,53,46,1173710864,2190919371,25,39,1173710864,992038081,0
3520762440,2056574657,1173587480,1377736871,53,46,2347174960,4381377081,25,39,469434992,396772783,0
4022407740,2349600067,335200645,393519469,53,46,2681605160,5005640811,25,39,536321032,453303143,0
125634165,73386431,167512220,196663967,53,46,83756110,156343863,25,39,33502444,28316291,0
304946535,178127869,406595380,477373333,53,46,203297690,379486437,25,39,81319076,68730289,0
292914049,171099384,1171656196,1375637541,53,46,292914049,546768860,25,39,1171656196,990270859,0
439355664,256640081,146451888,171949109,53,46,292903776,546749641,25,39,292903776,247558879,0
3513947184,2052596383,1171315728,1375267435,53,46,2342631456,4372876967,25,39,2342631456,1979956049,0
6749526124,3942591065,3374763062,3962503509,53,46,13499052248,25198005619,25,39,13499052248,11409108767,0
92926721228,54281159851,23231680307,27278022930,55,46,185853442456,346923182777,26,40,185853442456,157078827049,0
4932699863628,2881331293499,411058321969,482653796786,55,46,3288466575752,6138413551523,26,40,3288466575752,2779332260883,0
8776086870828,5126363767373,1462681145138,1717442362873,55,46,5850724580552,10921250272805,26,40,5850724580552,4944890023233,0
172078240500,100515830899,28679706750,33674997251,55,46,114718827000,214139799707,26,40,4588753080,3878301671,0
17207644500,10051478281,1433970375,1683733597,57,46,11471763000,21413756033,27,41,458870520,387826049,0
8418193023940,4917307812387,4209096511970,4942222564179,57,46,2405198006840,4489660617559,27,41,3367277209576,2845939332049,0
502375293196,293451807549,251187646598,294938720319,57,46,143535798056,267930961801,27,41,1004750586392,849190274243,0
2048657890692,1196679793961,170721490891,200457269354,57,46,195110275304,364202408471,27,41,1365771927128,1154316493137,0
6154141577628,3594810490511,512845131469,602171038130,57,46,4102761051752,7658414980439,27,41,4102761051752,3467551664583,0
6162607315084,3599755571323,1540651828771,1808998233210,57,46,12325214630168,23006850043561,27,41,12325214630168,10416964987097,0
5737145554692,3351231174485,478095462891,561369012917,57,46,3824763703128,7139491403629,27,42,3824763703128,3232594884037,0
591908719644,345750851615,49325726637,57917190734,57,46,394605813096,736590543463,27,42,394605813096,333510957559,0
4738428162468,2767851730745,394869013539,463646620028,57,46,451278872616,842379250183,27,42,3158952108312,2669867195473,0
8417920272580,4917148598963,4208960136290,4942074311691,57,46,2405120077880,4489514826151,27,42,3367168109032,2845845496033,0
16835478287060,9834085736641,4208869571765,4941975859881,57,46,33670956574120,62851852123499,27,42,6734191314824,5691566362631,0
8417626212412,4916976946925,4208813106206,4941914476677,57,46,16835252424824,31425503513167,27,42,16835252424824,14228721645371,0
6553605984,3828149285,2184535328,2565044981,57,46,4369070656,8155520253,27,42,4369070656,3692625299,0
23363238432,13647137959,7787746144,9144247255,57,46,15575492288,29073972591,27,42,15575492288,13164000577,0
39484182587,23063844061,157936730348,185446825827,57,46,78968365174,147406196111,27,42,157936730348,133484006267,0
81946362134,47867222373,163892724268,192440598405,57,46,23413246324,43704303473,27,42,81946362134,69258899561,0
443878446648,259282146631,147959482216,173732333185,57,46,42274137776,78910955577,27,42,295918964432,250102775053,0
16258906164,9497294287,2709817694,3181848761,57,46,10839270776,20233106199,27,42,10839270776,9161052979,0
11163533752,6520941067,11163533752,13108190607,57,46,3189581072,5953825375,27,42,22327067504,18870205691,0
431872732732,252269281975,107968183183,126775969686,57,46,123392209352,230329828891,27,42,863745465464,730013191181,0
1209519505066,706515124785,2419039010132,2840430121599,57,46,2419039010132,4515494460571,27,42,604759752533,511125780407,0
23277228312,13596898561,7759076104,9110698771,57,46,15518152208,28966927737,27,42,15518152208,13115498707,0
26966890392,15752136425,8988963464,10554839963,59,46,17977926928,33558460449,28,43,17977926928,15194426987,0
1538170129012,898489420413,384542532253,451529804544,59,46,3076340258024,5742444235519,28,43,3076340258024,2600034339071,0
1207461101,705312765,4829844404,5671203933,59,46,344988886,643972793,28,43,4829844404,4082045441,0
5357796752,3129643225,5357796752,6291127959,61,46,1530799072,2857462901,29,44,10715593504,9056510341,0
160888064304,93979347215,53629354768,62971629851,61,46,107258709536,200214245783,29,44,107258709536,90651961569,0
1770865409676,1034413434809,295144234946,346558591123,61,46,1180576939784,2203721474609,29,44,1180576939784,997789509861,0
1771999335968,1035075793841,1771999335968,2080683017235,61,46,3543998671936,6615397704827,29,44,3543998671936,2995285248469,0
841819312160,491730881513,841819312160,988465235067,61,46,1683638624320,3142760482787,29,45,336727724864,284592517961,0
266148333580,155464899909,133074166790,156255899403,61,46,532296667160,993610439191,29,45,106459333432,89976336943,0
2129154374612,1243700348245,532288593653,625014820896,61,46,4258308749224,7948762680647,29,45,4258308749224,3598997926471,0
1344707967132,785482633307,1535054757,1802467877,61,46,896471978088,1673397391555,29,45,896471978088,757671668827,0
1344692277972,785473475057,1535036847,1802448407,61,46,896461518648,1673377823785,29,45,896461518648,757662672817,0
25548844731348,14923815915793,2129070394279,2499967988359,61,46,17032563154232,31793793823305,29,45,17032563154232,14395413863953,0
35545983308412,20763432459341,5924330551402,6956387375743,61,46,23697322205608,44234550429477,29,45,23697322205608,20028268694057,0
49943004682580,29173147255829,12485751170645,14660851377384,61,46,99886009365160,186451982548871,29,45,19977201873032,16884133774043,0
2019714621564,1179773473559,168309551797,197630202182,61,46,1346476414376,2513397000095,29,45,1346476414376,1138001588079,0
51062663588820,29827172311669,4255221965735,4996510531048,61,46,34041775725880,63543999625357,29,45,6808355145176,5754217994409,0
1775592518869,1037174725999,7102370075476,8339652908541,61,46,3551185037738,6628811055925,29,45,7102370075476,6002710317229,0
1906283222597,1113514932653,7625132890388,8953487147349,61,46,3812566445194,7116717975839,29,45,7625132890388,6444533358377,0
16385475054,8822948107,174778400576,268191181981,689,505,131083800432,374660088137,343,526,10083369264,13549521535,0
43848611635506599,23610790886026673,701577786168105584,1077118030383477671,689,505,1403155572336211168,4010459308713488279,343,526,1403155572336211168,1885488649264432133,0
1523629286878111482,820415770079478019,16252045726699855808,24956455851310047817,689,505,6094517147512445928,17419173606465861769,343,526,6094517147512445928,8189498882506495223,0
4418345459834601285,2379109094503915087,23564509119117873520,36192680914457068253,689,505,141387054714707241120,404108371260400786397,343,526,141387054714707241120,189988625123602340311,0
617799276512315515,332661149005669903,4942394212098524120,7592074972904794523,689,505,19769576848394096480,56504826027385689943,343,526,19769576848394096480,26565333704701397509,0
259494739318590227,139727936608410849,4151915829097443632,6378700149077889773,689,505,8303831658194887264,23733766956608847787,343,526,8303831658194887264,11158257724679096769,0
694080534635351361,373735672644186827,3701762851388540592,5687718569988610493,689,505,22210577108331243552,63481613583138302761,343,526,22210577108331243552,29845417408790084027,0
616870997170479549,332161306308245927,3289978651575890928,5055567961765870733,689,505,19739871909455345568,56419914021131563573,343,526,19739871909455345568,26525409973754340575,0
607352446687436805,327035932970142799,3239213048999662960,4977634619707021181,689,505,19435278293997977760,55549333186733057309,343,526,19435278293997977760,26116112635120102807,0
199619355617307935,107487345378221133,3193909689876926960,4908086095185087581,689,505,6387819379753853920,18257474843951767303,343,526,6387819379753853920,8583618200402662869,0
1124013900320520633,605238254285207249,1498685200427360844,2303181282224117849,689,505,35968444810256660256,102803932839789674581,343,526,35968444810256660256,48332515775148276095,0
175538399710942395,94520676810402364,1872409596916718880,2877713668159215857,689,505,5617228790750156640,16054994722521290309,343,526,5617228790750156640,7548137973642667567,0
104559925657806495,56301498456815956,1115305873683269280,1714131162928100453,689,505,3345917621049807840,9563201275510370321,343,526,3345917621049807840,4496068903749406483,0
103890286760114445,55940923665668726,1108163058774554080,1703164905230118713,689,505,3324489176323662240,9501955104980722591,343,526,3324489176323662240,4467274456449912893,0
42794313099226685,23043091679423017,342354504793813480,526180066479332197,689,505,1369418019175253920,3914029424235070977,343,526,1369418019175253920,1840152201086222851,0
42349010751260183,22803313492001093,677584172020162928,1041421341625224221,689,505,1355168344040325856,3873301408786682015,343,526,1355168344040325856,1821004217142668957,0
116729148918750993,62854157140467791,622555460900005296,956935089718216919,689,505,3735332765400031776,10676215263953074033,343,526,3735332765400031776,5019344064331543571,0
106908773285422161,57566262567346895,570180124188918192,876515388572303735,689,505,3421080745133509152,9778029137368738609,343,526,3421080745133509152,4597068320598820691,0
846090455329267143,455587168485310040,9024964856845516192,13873897935940162625,689,505,27074894570536548576,77384641289410965697,343,526,27074894570536548576,36381818518745570723,0
2241869327771254835,1207160407875717721,35869909244340077360,55142510296685875697,689,505,71739818488680154720,205044569388597159771,343,526,71739818488680154720,96400192204046384593,0
829222791034699485,446504580016691936,8845043104370127840,13597632770126941843,689,505,26535129313110383520,75841899697729721611,343,526,26535129313110383520,35656509665159701313,0
101832725045351925,54833005821995807,543107866908543600,834946501400065133,689,505,3258647201451261600,9313766238191201677,343,526,3258647201451261600,4378798460876526311,0
1596778581309131925,859803851923117382,17032304867297407200,26185240993461738241,689,505,51096914601892221600,146043644104342947127,343,526,51096914601892221600,68661340937297350661,0
25183966562266793121,13560597386814068995,134314488332089563312,206496929690105750185,689,505,805886929992537379872,2303361442801783316249,343,526,805886929992537379872,1082908369088699392651,0
519308849705127860,279627842296738003,16617883190564091520,25548882649393294717,689,505,8308941595282045760,23748363281906917599,343,526,8308941595282045760,11165117540725951277,0
454172166486360,244554243622663,4844503109187840,7448201947258319,689,505,7266754663781760,20769616254676729,343,526,7266754663781760,9764681590655867,0
19605539937998280,10556829203251783,209125759338648320,321557539422642079,689,505,313688639007972480,896575236272996929,343,526,313688639007972480,421518206441677907,0
54028208377230885,29092112219981726,576300889357129440,886233348693191113,689,505,1728902668071388320,4941496242817956151,343,526,1728902668071388320,2323207776535696133,0
53901172771116039,29023708432053910,574945842891904416,884152369363418495,689,505,1724837528675713248,4929877378857610421,343,526,1724837528675713248,2317745251568062399,0
161095908527802783,86743950796157708,1718356357629896352,2642503782261985309,689,505,5155069072889689056,14734059249210782305,343,526,5155069072889689056,6927108563137197827,0
640346903103072303,344802178795000754,6830366966432771232,10503888813882024307,689,505,20491100899298313696,58567031624109668341,343,526,20491100899298313696,27534855013616038655,0
1696716940837576311,913616814831548869,9049157017800406992,13916113644737812591,689,505,54294942106802441952,155184125680433538623,343,526,54294942106802441952,72958664129285888893,0
618436942752520458,333004507833558905,6596660722693551552,10144975421063334895,689,505,4947495542020163664,14140778584667028943,343,526,4947495542020163664,6648181945040092277,0
21329624957587002,11485182676403981,227515999547594688,349912759171955923,689,505,170636999660696016,487709377473068641,343,526,170636999660696016,229292935234973195,0
1182537257852578761,636750831537749825,1576716343803438348,2424976438156093445,689,505,37841192251282520352,108156520680018821989,343,526,37841192251282520352,50848983280800288431,0
590266706004376110,317835918810757801,6296178197380011840,9683492122881947963,689,505,2361066824017504440,6748327874297853547,343,526,2361066824017504440,3172676125641298901,0
21792174803917110,11734247978477381,232449864575115840,357508396648343503,689,505,87168699215668440,249142868529852407,343,526,87168699215668440,117132665225507881,0
390717719518357323,210386464484258911,1041913918715619528,1602474792958173737,689,505,12502967024587434336,35735591890049250023,343,526,12502967024587434336,16800822511274542261,0
290491553393245845,156418528845956527,1549288284763977840,2382851592557357413,689,505,9295729708583867040,26568765671484537677,343,526,9295729708583867040,12491107353446129191,0
191368236043203265,103044434855946189,1530945888345626120,2354680413169203149,689,505,6123783553382504480,17502807626600454389,343,526,6123783553382504480,8228814638202942687,0
1140856102878146073,614307132698492987,6084565882016779056,9358488829485781193,689,505,36507395292100674336,104344300898843007409,343,526,36507395292100674336,49056695729440267859,0
21032719220697205,11325310356618109,84130876882788820,129400017270318397,689,505,673047015062310560,1923682022936429569,343,526,673047015062310560,904404770310035587,0
565171288482218985,304323001679294953,376780858988145990,579523092735198779,689,505,18085481231431007520,51691359176353086773,343,526,18085481231431007520,24302307327033877279,0
1124598117325778085,605552832782965711,5997856625737483120,9225314690700169709,689,505,35987139754424898720,102857321625142657661,343,526,35987139754424898720,48357603185170151863,0
442589148984018045,238317234217812499,2360475461248096240,3630737696785984931,689,505,14162852767488577440,40479824029503462269,343,526,14162852767488577440,19031287436273563447,0
4343046251564178885,2338563367707727471,23162913341675620720,35628747792742431149,689,505,138977480050053724320,397221093044472264221,343,526,138977480050053724320,186750533449258325143,0
178772609544812251,96262174431612210,5720723505433992032,8799664925474714645,689,505,5720723505433992032,16350793107704381609,343,526,5720723505433992032,7687203351732023451,0
66382489685252937,35744417545713623,354039944988015664,544595169506976447,689,505,2124239669928093984,6071435380746656041,343,526,2124239669928093984,2854440019246179131,0
262705478822242239,141456796379952632,2802191774103917216,4310486722552594281,689,505,8406575322311751648,24027410441368957513,343,526,8406575322311751648,11296307590387620155,0
1040414146591300185,560223002373101051,5548875448486934320,8535715007961740169,689,505,33293252690921605920,95157731960610658801,343,526,33293252690921605920,44737696864408555283,0
85630990950338285,46108995157118746,2740191710410825120,4215256712110976119,689,505,2740191710410825120,7831930037419464471,343,526,2740191710410825120,3682123381648467493,0
21048704605660559,11333917872026581,336779273690568944,518083286555570177,689,505,673558547381137888,1925143897709019207,343,526,673558547381137888,905092010189731477,0
165412218497631151,89068117711563728,5293190991924196832,8142985776443996147,689,505,5293190991924196832,15128832132389934057,343,526,5293190991924196832,7112707254899372315,0
3913545519155358189,2107293742489383527,20872242768828577008,32110332065903285333,689,505,125233456612971462048,357938325665246870533,343,526,125233456612971462048,168282025059165300815,0
1428224340871099458,769043876373739147,15234392969291727552,23437935484500242441,689,505,2856448681742198916,8164211575788835799,343,526,2856448681742198916,3838342920926759539,0
1389489593068355322,748186704472815679,14821222326062456768,22803263862209441797,689,505,2778979186136710644,7942790529545146067,343,526,2778979186136710644,3734243423394366319,0
3685472539295061189,1984485214830723695,19655853542906993008,30241868084794567725,689,505,117935121257441958048,337078436855811882781,343,526,117935121257441958048,158474899710131523479,0
459185780453311998,247253881952794055,4897981658168661312,7535917271447148745,689,505,3673486243626495984,10499442272231074783,343,526,3673486243626495984,4936234052477230037,0
4725473879007153,2544485936612650,50405054709409632,77553524183760905,689,505,151215164128228896,432198398271944147,343,526,151215164128228896,203194834780586713,0
445966037110460862,240135558611867999,4756971062511582528,7319306356610237857,689,505,3567728296883686896,10197168005616783763,343,526,3567728296883686896,4794122001251249201,0
589924540327343977,317651675783689647,9438792645237503632,14523171189471478609,689,505,18877585290475007264,53955315948494909465,343,526,18877585290475007264,25366686718902982923,0
881632155382618773,474725007078089983,4702038162040633456,7234920621885397517,689,505,28212228972243800736,80635298408112753965,343,526,28212228972243800736,37910080097877850567,0
1759657857535027287,947508077800768441,9384841906853478864,14440293949426277689,689,505,56309051441120873184,160940745331516626839,343,526,56309051441120873184,75665082916857155845,0
439422822092076246,236612288985347905,4687176768982146624,7212091022964860075,689,505,219711411046038123,627972187658772506,343,526,439422822092076246,590472816853389233,0
27414790104426108,14761810066628729,292424427780545152,449950550709232157,689,505,438636641670817728,1253697337486979693,343,526,438636641670817728,589416388344504055,0
13612297463783496,7329698639526557,145197839613690624,223417020817547701,689,505,217796759420535936,622499786520639203,343,526,217796759420535936,292663598795530201,0
3990788526808696,2148886131347245,127705232857878272,196504438717820735,689,505,63852616428939136,182501520438582587,343,526,63852616428939136,85801718521254113,0
428339273741575191,230644224486810599,142779757913858397,219702381627593921,689,505,13706856759730406112,39176502480994500523,343,526,13706856759730406112,18418538210191894913,0
427552667857957065,230220667472403589,1140140447621218840,1754396687258626683,689,505,13681685371454626080,39104558357806116989,343,526,13681685371454626080,18384714203658637687,0
426746778699715755,229786727156272663,1137991409865908680,1751095325437030911,689,505,13655896918390904160,39030850558166255063,343,526,13655896918390904160,18350061017466641029,0
408673397665071105,220054906595678113,272448931776714070,419264172315590109,689,505,13077548725282275360,37377832729821018413,343,526,13077548725282275360,17572906702530377479,0
195033653248495845,105018121058412767,1040179483991977840,1600830388066181973,689,505,6241076903951867040,17838046258047068317,343,526,6241076903951867040,8386422965087666711,0
385423786828386639,207535885371255779,1027796764875697704,1581806435773369273,689,505,12333561178508372448,35251389441872556955,343,526,12333561178508372448,16573174872328983761,0
762693642976491801,410681192682242843,4067699429207956272,6260413541294771897,689,505,24406196575247737632,69757008508604941297,343,526,24406196575247737632,32795731234509865235,0
1519564948184929977,818227280411270311,8104346390319626544,12473119331939367919,689,505,48626078341917759264,138981497527219538969,343,526,48626078341917759264,65341102309844547595,0
3034137202528554225,1633766187214666067,16182065080152289200,24905328932838508073,689,505,97092390480913735200,277506356006085437737,343,526,97092390480913735200,130467519097434364091,0
504559639806942475,271685960102107357,8072954236911079600,12424889615282304499,689,505,16145908473822159200,46147717588830174427,343,526,16145908473822159200,21696001147403159761,0
753809438019409905,405897390011232323,4020317002770186160,6187616956127080737,689,505,24121902016621116960,68944446188072457673,343,526,24121902016621116960,32413710978726088859,0
495100014571973995,266592315742879317,7921600233151583920,12192353432856106519,689,505,15843200466303167840,45282526494855963467,343,526,15843200466303167840,21289237858029289761,0
2930910918682678749,1578182803584111287,15631524899640953328,24059487105792077573,689,505,93789149397845719968,268065129862377961333,343,526,93789149397845719968,126028795422548113055,0
730324005074546301,393251387651462093,243441335024848767,374698449267271142,689,505,23370368162385481632,66796434317865142297,343,526,23370368162385481632,31403838851536396235,0
181904575998579789,97948617921155767,970157738659092208,1493251021340226893,689,505,5820946431954553248,16637241740506685573,343,526,5820946431954553248,7821873469542569935,0
58294453499265149,31389321139756531,932711255988242384,1435717428077717177,689,505,1865422511976484768,5331690386928112317,343,526,1865422511976484768,2506653884380446967,0
112141693626108907,60383988924170011,112141693626108907,172631416639822702,689,505,3588534196035485024,10256632186020008239,343,526,3588534196035485024,4822077889656563725,0
1343315757199123545,723323869843424543,7164350705061992240,11028869537037979867,689,505,42986104230371953440,122861490337558298953,343,526,42986104230371953440,57762398483306824859,0
134212181300655885,72268097681640013,89474787533770590,137738567002276859,689,505,4294789801620988320,12275229046950881033,343,526,4294789801620988320,5771105896261052059,0
670229980738440255,360893066842337167,223409993579480085,343920835566236953,689,505,21447359383630088160,61300147558839760307,343,526,21447359383630088160,28819799728849946521,0
446018117080575223,240163601698663977,7136289873289203568,10985753110977180259,689,505,14272579746578407136,40793424838575797399,343,526,14272579746578407136,19178719459378753029,0
165178475222585322,88942255961284777,1761903735707576768,2712375148100228671,689,505,1321427801780682576,3776862068241804575,343,526,1321427801780682576,1775663058203029477,0
3363768426531863,1811259923465849,53820294824509808,82857608621777963,689,505,107640589649019616,307654834041956951,343,526,107640589649019616,144641585038182725,0
9860018042564739,5309240488867972,105173525787357216,161924312675369201,689,505,315520577362071648,901810636392358253,343,526,315520577362071648,423979419735511975,0
19365028384047444,10427322984765769,206560302763172736,318029755598431637,689,505,309840454144759104,885575877281064145,343,526,309840454144759104,416346766439111843,0
19211410297593612,10344605553563539,204921709840998528,315511795583329127,689,505,307382564761497792,878550811051196371,343,526,307382564761497792,413043982928121737,0
76694701971437370,41297147250176893,818076821028665280,1259573125289646659,689,505,613557615771498960,1753650342266858057,343,526,613557615771498960,824465371883426371,0
5109463197194630,2751249416192403,163502822310228160,251741685775664167,689,505,40875705577557040,116829606844498207,343,526,40875705577557040,54926551143876981,0
3062051274909534,1648796841726103,32661880265701696,50288892467215929,689,505,24496410199276272,70014839593496831,343,526,24496410199276272,32916944332951477,0
305281377765521295,164382280474090891,814083674041390120,1253436983922483027,689,505,86451363615014880,247092463284849787,343,526,9769004088496681440,13127056559505234913,0
203094703862666279,109358686787724981,3249515261802660464,5003268680847055277,689,505,57513544456684256,164383333562963999,343,526,6499030523605320928,8733043839644686797,0
202686777327629531,109139034037996961,3242988437242072496,4993239068152957217,689,505,6485976874484144992,18538007141680932515,343,526,6485976874484144992,8715503027189052329,0
606361084625026539,326502122767062313,3233925784666808208,4979312660679236167,689,505,19403554708000849248,55458605804123149379,343,526,19403554708000849248,26073441564325043593,0
34983256999151669,21528158153324106,17911427583565654528,55810490427286445815,1293,1255,559732111986426704,4706593580017266283,645,1040,172225265226592832,939165902231915089,0
3607951430357671816500006130613,2220277803297029223422696195063,3694542264686255940096006277747712,11513848043507970770887173794135257,1293,1255,28863611442861374532000049044904,242704117760013741786883230400507,645,1040,230908891542890996256000392359232,1259175056697922496598047539930227,0
3430216182422694883581571091447,2110902266106274177583253642425,3512541370800839560787528797641728,10946748338263140836086761849603799,1293,1255,27441729459381559068652568731576,230748004341297534848512888238755,645,1040,219533835675052472549220549852608,1197145454983478131320410839683177,0
3260947473163645475849572652204,2006736906562243762646557451111,3339210212519572967269962395856896,10406658372484429617748948003339585,1293,1255,52175159570618327613593162435264,438722856933213020622254802422573,645,1040,104350319141236655227186324870528,569035337633636764949677029083391,0
22755884110073027988635285945572,14003620990814174011999224527893,23302025328714780660362532808265728,72622734100930063802189895311655395,1293,1255,364094145761168447818164575129152,3061541644628398277924205790507399,645,1040,728188291522336895636329150258304,3970901803915090955543589647372493,0
317585920060431150566861058979255,195437489267957674985072654130712,2540687360483449204534888471834040,7918475609677105749029189080635733,1293,1255,5081374720966898409069776943668080,42727521173387333050717101663099151,645,1040,20325498883867593636279107774672320,110837486897517071588112146380063611,0
3744027345726260576172832637990,2304016828139237810359515382583,3833884002023690830000980621301760,11949086420629917802952568932926081,1293,1255,59904437531620169218765322207840,503715680049924210530622030090359,645,1040,14976109382905042304691330551960,81666597083134807274799940876509,0
35378057819103641735573447657510,21771112504063784705995184535383,36227131206762129137227210401290240,112910646392671161918418266070535521,1293,1255,566048925105658267769175162520160,4759709480898391857303496534422359,645,1040,141512231276414566942293790630040,771683892052963523979460861783929,0
1127633881563993651570049108369795,693928542500919335515256523934456,9021071052511949212560392866958360,28116381493159692967033628420942299,1293,1255,18042142105023898425120785733916720,151710127913969444104684441417675963,645,1040,72168568420095593700483142935666880,393544227667267236115211147394371223,0
70319726486705950867091499828565,43273677837972903162131152663522,36003699961193446843950847912225280,112214420155653690347263139032517707,1293,1255,1125115623787295213873463997257040,9460707836661810659742984771105331,645,1040,4500462495149180855493855989028160,24541584731240274024465855838681101,0
17110565815027962843780520726369,10529578963094133526553695261954,8760609697294316976015626611900928,27304766779502379572529442244323243,1293,1255,273769053040447405500488331621904,2302029205575671507711040899576287,645,1040,1095076212161789622001953326487616,5971587515664361645043732726933481,0
66367464713207266672213596097279,40841516746589097209531310511000,1061879435411316266755417537556464,3309651888495906836937452855653337,1293,1255,1061879435411316266755417537556464,8928976617506849036391988706775895,645,1040,4247517741645265067021670150225856,23162245366947646476646072304418339,0
8083148933983271076785570323565,4974245497835860361400800858351,8277144508398869582628424011330560,25798247858830262267373251326270177,1293,1255,64665191471866168614284562588520,543747212141086134482022577264699,645,1040,517321531774929348914276500708160,2821019000422578807909868193491803,0
